Stot,Ntot,n_s,beta,mu_glob,V_offset,s2_s,s2_r,varsigma
2.0,25.0,0.5,,,,,,
2.0,26.0,0.5,,,,,,
2.0,27.0,0.5,,,,,,
2.0,28.0,0.5,,,,,,
2.0,29.0,0.5,,,,,,
2.0,30.0,0.5,,,,,,
2.0,31.0,0.5,,,,,,
2.0,32.0,0.5,,,,,,
2.0,33.0,0.5,,,,,,
2.0,34.0,0.5,,,,,,
2.0,35.0,0.5,,,,,,
2.0,36.0,0.5,,,,,,
2.0,37.0,0.5,,,,,,
2.0,38.0,0.5,,,,,,
2.0,39.0,0.5,,,,,,
2.0,40.0,0.5,,,,,,
2.0,41.0,0.5,,,,,,
2.0,42.0,0.5,,,,,,
2.0,43.0,0.5,,,,,,
2.0,44.0,0.5,,,,,,
2.0,45.0,0.5,,,,,,
2.0,46.0,0.5,,,,,,
2.0,47.0,0.5,,,,,,
2.0,48.0,0.5,,,,,,
2.0,49.0,0.5,,,,,,
2.0,50.0,0.5,,,,,,
2.0,51.0,0.5,,,,,,
2.0,52.0,0.5,,,,,,
2.0,53.0,0.5,,,,,,
2.0,54.0,0.5,,,,,,
2.0,55.0,0.5,,,,,,
2.0,56.0,0.5,,,,,,
2.0,57.0,0.5,,,,,,
2.0,58.0,0.5,,,,,,
2.0,59.0,0.5,,,,,,
2.0,60.0,0.5,,,,,,
2.0,61.0,0.5,,,,,,
2.0,62.0,0.5,,,,,,
2.0,63.0,0.5,,,,,,
2.0,64.0,0.5,,,,,,
2.0,65.0,0.5,,,,,,
2.0,66.0,0.5,,,,,,
2.0,67.0,0.5,,,,,,
2.0,68.0,0.5,,,,,,
2.0,69.0,0.5,,,,,,
2.0,70.0,0.5,,,,,,
2.0,71.0,0.5,,,,,,
2.0,72.0,0.5,,,,,,
2.0,73.0,0.5,,,,,,
2.0,74.0,0.5,,,,,,
2.1,25.0,0.5,,,,,,
2.1,26.0,0.5,,,,,,
2.1,27.0,0.5,,,,,,
2.1,28.0,0.5,,,,,,
2.1,29.0,0.5,,,,,,
2.1,30.0,0.5,,,,,,
2.1,31.0,0.5,,,,,,
2.1,32.0,0.5,,,,,,
2.1,33.0,0.5,,,,,,
2.1,34.0,0.5,,,,,,
2.1,35.0,0.5,,,,,,
2.1,36.0,0.5,,,,,,
2.1,37.0,0.5,,,,,,
2.1,38.0,0.5,,,,,,
2.1,39.0,0.5,,,,,,
2.1,40.0,0.5,,,,,,
2.1,41.0,0.5,,,,,,
2.1,42.0,0.5,,,,,,
2.1,43.0,0.5,,,,,,
2.1,44.0,0.5,,,,,,
2.1,45.0,0.5,,,,,,
2.1,46.0,0.5,,,,,,
2.1,47.0,0.5,,,,,,
2.1,48.0,0.5,,,,,,
2.1,49.0,0.5,,,,,,
2.1,50.0,0.5,,,,,,
2.1,51.0,0.5,,,,,,
2.1,52.0,0.5,,,,,,
2.1,53.0,0.5,,,,,,
2.1,54.0,0.5,,,,,,
2.1,55.0,0.5,,,,,,
2.1,56.0,0.5,,,,,,
2.1,57.0,0.5,,,,,,
2.1,58.0,0.5,,,,,,
2.1,59.0,0.5,,,,,,
2.1,60.0,0.5,,,,,,
2.1,61.0,0.5,,,,,,
2.1,62.0,0.5,,,,,,
2.1,63.0,0.5,,,,,,
2.1,64.0,0.5,,,,,,
2.1,65.0,0.5,,,,,,
2.1,66.0,0.5,,,,,,
2.1,67.0,0.5,,,,,,
2.1,68.0,0.5,,,,,,
2.1,69.0,0.5,,,,,,
2.1,70.0,0.5,,,,,,
2.1,71.0,0.5,,,,,,
2.1,72.0,0.5,,,,,,
2.1,73.0,0.5,,,,,,
2.1,74.0,0.5,,,,,,
2.2,25.0,0.5,,,,,,
2.2,26.0,0.5,,,,,,
2.2,27.0,0.5,,,,,,
2.2,28.0,0.5,,,,,,
2.2,29.0,0.5,,,,,,
2.2,30.0,0.5,,,,,,
2.2,31.0,0.5,,,,,,
2.2,32.0,0.5,,,,,,
2.2,33.0,0.5,,,,,,
2.2,34.0,0.5,,,,,,
2.2,35.0,0.5,,,,,,
2.2,36.0,0.5,,,,,,
2.2,37.0,0.5,,,,,,
2.2,38.0,0.5,,,,,,
2.2,39.0,0.5,,,,,,
2.2,40.0,0.5,,,,,,
2.2,41.0,0.5,,,,,,
2.2,42.0,0.5,,,,,,
2.2,43.0,0.5,,,,,,
2.2,44.0,0.5,,,,,,
2.2,45.0,0.5,,,,,,
2.2,46.0,0.5,,,,,,
2.2,47.0,0.5,,,,,,
2.2,48.0,0.5,,,,,,
2.2,49.0,0.5,,,,,,
2.2,50.0,0.5,,,,,,
2.2,51.0,0.5,,,,,,
2.2,52.0,0.5,,,,,,
2.2,53.0,0.5,,,,,,
2.2,54.0,0.5,,,,,,
2.2,55.0,0.5,,,,,,
2.2,56.0,0.5,,,,,,
2.2,57.0,0.5,,,,,,
