beta,Ntot,n_s,n_r,mu_s,mu_r,V_offset,mu_glob,s2_s,s2_r,S2_tot,varsigma,file_mtime,V,shift,tp
0.0,25,0.5,0.0,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,26,0.5,0.020000000000000018,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,27,0.5,0.040000000000000036,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,28,0.5,0.06000000000000005,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,29,0.5,0.07999999999999996,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,30,0.5,0.09999999999999998,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,31,0.5,0.12,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,32,0.5,0.14,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,33,0.5,0.16000000000000003,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,34,0.5,0.18000000000000005,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,35,0.5,0.19999999999999996,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,36,0.5,0.21999999999999997,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,37,0.5,0.24,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,38,0.5,0.26,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,39,0.5,0.28,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,40,0.5,0.30000000000000004,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,41,0.5,0.31999999999999995,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,42,0.5,0.33999999999999997,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,43,0.5,0.36,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,44,0.5,0.38,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,45,0.5,0.4,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,46,0.5,0.42000000000000004,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,47,0.5,0.43999999999999995,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,48,0.5,0.45999999999999996,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
